ComplexID,PondID,SiteID,SiteName,Date,Water Temp,Air Temp,Conductivity,Time,Sweep,HabitatType,AB,AT,FT,GT,GF,MF,LF,PF,SP,WF,RSN,Other,Notes
02,01,02-01,Audubon,6/14/2022,25.6,28.1,,4:13,18,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:39,1,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:40,2,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:42,3,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:45,4,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:46,5,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:48,6,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:50,7,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:53,8,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:54,9,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:56,10,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:57,11,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,8:58,12,grasses,0,0,0,0,1,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:00,13,grasses,0,0,0,0,0,0,0,0,2,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:01,14,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:02,15,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:03,16,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:04,17,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,6/14/2022,22.1,22.3,,9:05,18,grasses,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,9:48,1,reeds,0,0,0,0,0,0,0,0,0,0,2,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,9:05,2,reeds,0,0,0,0,0,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,9:57,3,reeds,0,0,0,0,0,0,0,0,0,0,2,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:04,4,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:05,5,reeds,0,0,0,0,0,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:06,6,grass,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,,7,grass,0,0,0,0,0,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,,8,reeds,0,0,0,0,0,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,,9,reeds,0,0,0,0,0,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:28,10,reeds,0,0,0,0,0,0,0,0,0,0,4,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,,11,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:30,12,reeds,0,0,0,0,1,0,0,0,0,0,1,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:33,13,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:36,14,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:38,15,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:54,16,grasses,0,0,0,0,0,0,0,0,0,0,6,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:57,17,reeds,0,0,0,0,0,0,0,0,0,0,0,,
03,01,03-01,Gillet Pond,7/15/2022,25.6,21.1,96.5,10:59,18,reeds + lilypads,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:44,1,logs + pine needles,0,0,0,0,0,0,0,0,0,0,1,,Adult
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:51,2,logs + pine needles,0,0,0,0,2,0,0,0,0,0,0,,"1 juvenile GF, saw more tads"
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:56,3,logs + pine needles,0,0,0,0,0,0,0,0,0,0,1,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:14,4,grasses,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:19,5,lake weeds,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:20,6,grasses,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:20,7,clear water,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:23,8,grasses,0,0,0,0,5,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:29,9,grasses,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:30,10,clear water,0,0,0,0,5,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:31,11,clear water,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:32,12,lake weeds,1,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:34,13,clear water,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:36,14,grasses,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:40,15,grasses,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:42,16,grasses,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:44,17,grasses+sticks,0,0,0,0,2,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:47,18,grasses+sticks,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,10:18,1,Seaweed,0,0,0,0,1,0,0,0,0,0,0,,GF metamorph
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,10:24,2,Seaweed,0,0,0,0,0,0,0,0,0,0,1,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,10:26,3,Reeds,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,10:30,4,Seaweed,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:14,5,Seaweed,0,0,0,0,0,0,0,0,0,0,0,,Catfish
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:15,6,Rocky/seaweed,0,0,0,0,0,0,0,0,0,0,0,,Crawfish
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:17,7,Seaweed,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:20,8,"Seaweed,reeds",0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:28,9,Seaweed,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:29,10,"Seaweed,rocky",0,0,0,0,0,0,0,0,0,0,0,,crawfish
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:30,11,Seaweed,0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:32,12,Seaweed,0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:37,13,"Seaweed, reeds",0,0,0,0,3,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:39,14,"Seaweed, reeds",0,0,0,0,1,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:41,15,"Seaweed, Woody debris",0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:43,16,"Rocky, some seaweed",0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:44,17,"Seaweed, pine needles",0,0,0,0,0,0,0,0,0,0,0,,
04,01,04-01,Frog Alley,7/18/2022,23.2,22.9,149.1,8:45,18,"Seaweed, pine needles",0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:45,1,Slight tall grass,0,0,0,0,1,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:50,2,Slight tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:51,3,Slight tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:52,4,Grasses+lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:56,5,Rocky,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:57,6,Rocky,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,8:59,7,Grassy,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:01,8,Grass+lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:02,9,Grass+lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:03,10,Grass+lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:04,11,"Grass,lillies,reed",0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:06,12,"Grass,lillies,reed",0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:07,13,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:11,14,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:14,15,reeds,0,0,0,0,2,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:19,16,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:21,17,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:22,18,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:23,19,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res -N,6/7/2022,21.3,21.3,,9:24,20,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:45,1,Rocky,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:45,2,lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:47,3,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:48,4,woody veg,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:48,5,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:50,6,reeds,0,0,0,0,1,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:52,7,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:53,8,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:54,9,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:56,10,reeds+lillies,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,8:58,11,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:09,12,woody veg,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:10,13,woody veg,0,0,0,0,1,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:12,14,woody veg + grass,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:16,15,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:18,16,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:22,17,reeds,0,0,0,0,0,0,0,0,0,0,0,,
05,01,05-01,St. Albans Res-N,7/14/2022,23.3,16.2,141.3,9:23,18,reeds,0,0,0,0,0,0,0,0,0,0,0,,caught 4 more gf tads on accident on way back
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,12:52,1,Tall grass,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,12:55,2,Tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,12:56,3,Tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,12:57,4,Tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,12:59,5,Tall grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:01,6,Tall grass,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:05,7,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:09,8,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:11,9,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:12,10,grass/scattered plants,0,2,0,0,0,0,0,0,0,1,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:16,11,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:17,12,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:20,13,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:24,14,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:27,15,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:48,16,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:50,17,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res -S,6/7/2022,23.2,27.7,,1:55,18,grass/scattered plants,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:11,1,brush/grass/weeds,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:20,2,brush/grass/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:22,3,brush/grass/weeds,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:25,4,brush/grass/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:27,5,brush/weeds,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:31,6,brush/weeds,0,0,0,0,1,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:34,7,brush/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:39,8,brush/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:41,9,brush/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:44,10,brush/weeds,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:47,11,brush/weeds,0,1,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:54,12,brush/weeds/rocky,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:57,13,brush/weeds/rocky,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,12:59,14,rocky+brush,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,1:01,15,rocky+brush,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,1:03,16,rocky+brush+grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,1:05,17,rocky+brush+grass,0,0,0,0,0,0,0,0,0,0,0,,
05,02,05-02,St. Albans Res-S,7/14/2022,24.4,21.5,210,1:07,18,rocky+brush+grass,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:29,1,grassy/debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:31,2,grassy+open water,0,0,0,0,0,0,0,0,0,0,0,,saw 4 AB tads. Didn't catch any
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:35,3,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:36,4,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:38,5,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,Saw adult newt
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:41,6,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,11:43,7,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,saw AB tads
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:14,8,grassy+debris,0,0,0,0,0,0,0,0,0,0,1,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:17,9,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:36,10,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:38,11,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,saw AB tads
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:41,12,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,Saw 4 tads
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:42,13,grassy+debris,0,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:48,14,grassy+open water,1,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:49,15,grassy+open water,1,0,0,0,0,0,0,0,0,0,0,,
06,01,06-01,Milton Pond,5/25/2022,17.9,19.4,,12:50,16,grassy+open water,0,0,0,0,0,0,0,0,0,0,0,,
