ComplexID,PondID,SiteID,Site Name,Date,Water Temp,Air Temp,Conductivity,Time,SpeciesID,Count,A/T,Symptoms,Mortality,Notes,,,,,,,,,,
03,01,03-01,Gilet,6/14/2022,22.1,22.3,,9:10,AB,1,,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:41,GF,3,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:43,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:43,Painted Turtle,3,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:44,GF,1,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,8:46,GF,2,,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:01,GF,2,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:01,RSN,1,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:05,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:14,GF,2,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:17,GF,3,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:19,PF,4,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:20,PF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:21,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:21,PAINTEDTURTLE,1,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:21,AB,1,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:21,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:24,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:24,GF,2,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:31,PF,2,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:31,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:32,GARTER SNAKE,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:35,AB,1,A,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:36,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:37,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:43,GF,1,T,,,,,,,,,,,,,
04,01,04-01,Frog Alley,6/17/2022,21.4,21.7,,9:46,GF,1,T,,,,,,,,,,,,,
06,01,06-01,Milton,5/25/2022,17.4,19.4,,9:35,AB,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,9:38,RSN,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,9:38,PF,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,9:41,AB,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,9:48,RSN,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,9:52,RSN,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:11,RSN,2,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:13,RSN ,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:16,PF,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:16,UNKNOWN,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:21,RSN ,1,A,,,,,,,,,,,,,
06,01,06-01,Milton Pond,5/25/2022,17.4,19.4,,10:23,GF,1,T,,,,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,10:29,GF,3,T,,,Also saw RSN,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,10:47,GF,1,A,,,,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:12,UNKNOWN,2,T,,,Probably GF,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:12,GF,1,T,,,,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:26,GF,2,A,,,,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:38,UNKNOWN,1,T,,,Probably GF,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:41,GF,1,A,,,,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:44,RSN ,1,A,,,ADULT,,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,11:48,RSN ,1,A,,,"ADULT, Also caught in DPN",,,,,,,,,,
06,02,06-02,Milton Marsh,5/26/2022,18.1,18.9,,-,PF,2,A,,,Saw on way back,,,,,,,,,,
05,01,05-01,St.Albans-RES N.,6/7/2022,21.3,21.3,,9:04,AB,1,A,,,,,,,,,,,,,
05,01,05-01,St.Albans-RES N.,6/7/2022,21.3,21.3,,9:08,GF,1,A,,,Heard calling,,,,,,,,,,
05,01,05-01,St.Albans-RES N.,6/7/2022,21.3,21.3,,9:17,GF,2,,,,,,,,,,,,,,
05,02,05-02,St.Albans-RES S.,6/7/2022,23.2,27.2,,12:44,GF,1,T,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,12:24,RSN ,1,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,12:24,GF,4,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,12:34,GF,2,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,12:36,GF,1,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,12:49,RSN ,1,A,,,ADULT,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,1:23,GF,3,T,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,1:24,GF,4,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,1:26,GF,1,A,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,1:26,GF,3,T,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,2:03,AB,1,T,,,,,,,,,,,,,
08,01,08-01,Harms Way-1,6/15/2022,24.3,25.0,,2:08,GF,1,T,,,RSN PRESENT,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:16,GF,2,T,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:28,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:30,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:31,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:32,GF,1,T,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:42,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:45,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:47,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:48,GF/AB,3GF/1AB,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:55,GF,1,T,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,8:56,GF,2,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:03,GF,3,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:11,GF,7,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:13,GF,2,1A/1T,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:20,GF,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:30,RSN ,1,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:33,GF,2,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:34,GF,3,A,,,,,,,,,,,,,
08,02,08-02,Harms Way-2,6/16/2022,20.8,22.1,,9:47,PF,1,,,,Saw after survey,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,10:31,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,10:40,AB,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,10:50,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,10:53,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,10:56,GF,4,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:03,AB,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:03,GF,11,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:12,GF,2,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:14,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:18,GF,2,1A/1T,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:25,GF,3,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:34,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:36,GF,1,A,,,,,,,,,,,,,
07,01,07-01,Rutland-1,6/21/2022,20.1,16.4,,11:42,AB,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:10,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:14,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:15,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:18,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:21,GF,2,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:25,GF,1,T,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:26,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:28,GF,1,A,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:32,GF,1,T,,,,,,,,,,,,,
07,02,07-02,Rutland-2,6/24/2022,21.1,19.2,8.6,10:33,GF,1,T,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:00,GF,3,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:13,GF,1,T,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:14,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:15,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:16,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:17,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:18,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:28,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:37,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:41,GF,1,A,,,,,,,,,,,,,
11,01,11-01,St.Mikes-01,6/3/2022,22.5,24.0,,10:44,GF,1,A,,,,,,,,,,,,,
11,02,11-02,St.Mikes-02,6/2/2022,15.9,17.2,,10:21,GF,1,A,,,,,,,,,,,,,
11,02,11-02,St.Mikes-02,6/2/2022,15.9,17.2,,10:24,GF,1,A,,,,,,,,,,,,,
11,02,11-02,St.Mikes-02,6/2/2022,15.9,17.2,,10:27,GF,1,A,,,,,,,,,,,,,
11,02,11-02,St.Mikes-02,6/2/2022,15.9,17.2,,10:42,GF,1,A,,,,,,,,,,,,,
11,02,11-02,St.Mikes-02,6/2/2022,15.9,17.2,,10:44,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,10:45,GF,2,T,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:16,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:25,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:30,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:31,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:33,GF,1,A,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:36,GF,1,T,,,,,,,,,,,,,
11,04,11-04,St.Mikes-04,6/22/2022,19.2,21.7,,11:37,GF,1,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:37,GF,1,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:38,GF,2,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:39,GF,2,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:47,GF,2,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:47,GF,2,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:49,GF,1,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:49,GF,2,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:50,GF,1,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:54,GF,1,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:58,GF,1,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:58,GF,1,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,8:59,GF,2,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,9:00,GF,3,T,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,9:07,GF,3,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,9:20,GF,2,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,9:22,GF,1,A,,,,,,,,,,,,,
10,01,10-01,Camp Johnson-01,6/23/2022,18.3,18.2,203,9:27,GF,1,A,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:40,GF,6,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:40,AT,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:45,GF,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:46,GF,1,A,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:46,GF,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:52,GF,1,A,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:53,GF,1,A,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,9:57,GF,2,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,10:00,GF,2,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,10:02,GF,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,10:05,GF,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,10:06,GF,1,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,10:15,GF,2,T,,,,,,,,,,,,,
10,02,10-02,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,11:17,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:41,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:44,GF,3,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:45,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:45,GF,1,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:45,GF,1,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:51,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,8:54,GF,3,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:02,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:04,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:07,GF,3,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:07,GF,1,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:10,RSN,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:12,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:17,GF,2,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:17,GF,4,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:25,GF,1,A,,,"Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:25,GF,1,A,,,"Tadpole, had legs, Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:25,GF,1,A,,,"Predated, dead, Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:25,GF,1,T,,,"Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:28,GF,1,T,,,"Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,,GF,1,A,,,"Count not entered, assuming 1",,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:29,GF,3,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:34,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:37,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:37,GF,1,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:28,GF,2,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:39,GF,3,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:41,GF,1,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:43,GF,2,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,,GF,1,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:44,GF,15,A,,,TADPOLES,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,,GF,10,T,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:51,GF,5,A,,,,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,9:53,GF,30,A,,,TADPOLES,,,,,,,,,,
10,03,10-03,Camp Johnson-03,6/29/2022,22.3,21.5,318,10:11,WF,1,T,,,,,,,,,,,,,
09,01,09-01,Gilbrook Res-01,5/27/2022,19.5,21.1,,8:20,GF,1,A,,,"Could have been AB, didnt see ridges",,,,,,,,,,
09,01,09-01,Grilbrook Res-01,5/27/2022,19.5,21.1,,9:02,AB,1,,,,,,,,,,,,,,
09,02,09-02,Grilbrook Res-02,5/27/2022,20.5,20.2,,10:05,GF,1,A,,,,,,,,,,,,,
