#,"Date Time, GMT-04:00","Temp, °F (LGR S/N: 21422123, SEN S/N: 21422123)","Intensity, lum/ft² (LGR S/N: 21422123, SEN S/N: 21422123)",Coupler Attached (LGR S/N: 21422123),Host Connected (LGR S/N: 21422123),Stopped (LGR S/N: 21422123),End Of File (LGR S/N: 21422123)
228,6/1/2024 20:45,65.851,0,,,,
229,6/1/2024 21:00,65.68,0,,,,
230,6/1/2024 21:15,65.338,0,,,,
231,6/1/2024 21:30,65.338,0,,,,
232,6/1/2024 21:45,64.996,0,,,,
233,6/1/2024 22:00,64.996,0,,,,
234,6/1/2024 22:15,64.652,0,,,,
235,6/1/2024 22:30,64.481,0,,,,
236,6/1/2024 22:45,64.31,0,,,,
237,6/1/2024 23:00,64.139,0,,,,
238,6/1/2024 23:15,63.968,0,,,,
239,6/1/2024 23:30,63.626,0,,,,
240,6/1/2024 23:45,63.455,0,,,,
241,6/2/2024 0:00,63.282,0,,,,
242,6/2/2024 0:15,63.111,0,,,,
243,6/2/2024 0:30,62.94,0,,,,
244,6/2/2024 0:45,62.769,0,,,,
245,6/2/2024 1:00,62.598,0,,,,
246,6/2/2024 1:15,62.425,0,,,,
247,6/2/2024 1:30,62.254,0,,,,
248,6/2/2024 1:45,62.083,0,,,,
249,6/2/2024 2:00,61.912,0,,,,
250,6/2/2024 2:15,61.741,0,,,,
251,6/2/2024 2:30,61.569,0,,,,
252,6/2/2024 2:45,61.569,0,,,,
253,6/2/2024 3:00,61.398,0,,,,
254,6/2/2024 3:15,61.227,0,,,,
255,6/2/2024 3:30,61.054,0,,,,
256,6/2/2024 3:45,60.712,0,,,,
257,6/2/2024 4:00,60.712,0,,,,
258,6/2/2024 4:15,60.368,0,,,,
259,6/2/2024 4:30,60.368,0,,,,
260,6/2/2024 4:45,60.195,0,,,,
261,6/2/2024 5:00,60.024,0,,,,
262,6/2/2024 5:15,59.851,2,,,,
263,6/2/2024 5:30,59.851,5,,,,
264,6/2/2024 5:45,59.68,10,,,,
265,6/2/2024 6:00,59.508,32,,,,
266,6/2/2024 6:15,59.508,57,,,,
267,6/2/2024 6:30,59.508,64,,,,
268,6/2/2024 6:45,59.337,61,,,,
269,6/2/2024 7:00,59.337,63,,,,
270,6/2/2024 7:15,59.337,64,,,,
271,6/2/2024 7:30,59.337,106,,,,
272,6/2/2024 7:45,59.68,216,,,,
273,6/2/2024 8:00,60.024,192,,,,
274,6/2/2024 8:15,60.195,200,,,,
275,6/2/2024 8:30,60.368,232,,,,
276,6/2/2024 8:45,60.539,224,,,,
277,6/2/2024 9:00,60.883,432,,,,
278,6/2/2024 9:15,61.398,480,,,,
279,6/2/2024 9:30,63.797,1664,,,,
280,6/2/2024 9:45,67.05,1792,,,,
281,6/2/2024 10:00,69.107,1728,,,,
282,6/2/2024 10:15,70.824,1792,,,,
283,6/2/2024 10:30,72.199,1920,,,,
284,6/2/2024 10:45,72.891,1856,,,,
285,6/2/2024 11:00,71.856,608,,,,
286,6/2/2024 11:15,70.995,608,,,,
287,6/2/2024 11:30,70.651,512,,,,
288,6/2/2024 11:45,69.793,432,,,,
289,6/2/2024 12:00,69.278,384,,,,
290,6/2/2024 12:15,68.763,288,,,,
291,6/2/2024 12:30,68.248,304,,,,
292,6/2/2024 12:45,67.906,240,,,,
293,6/2/2024 13:00,67.735,240,,,,
294,6/2/2024 13:15,67.735,256,,,,
295,6/2/2024 13:30,67.735,256,,,,
296,6/2/2024 13:45,67.735,248,,,,
297,6/2/2024 14:00,67.906,272,,,,
298,6/2/2024 14:15,68.077,320,,,,
299,6/2/2024 14:30,68.421,496,,,,
300,6/2/2024 14:45,68.592,512,,,,
301,6/2/2024 15:00,68.763,232,,,,
302,6/2/2024 15:15,68.763,224,,,,
303,6/2/2024 15:30,68.934,216,,,,
304,6/2/2024 15:45,68.934,208,,,,
305,6/2/2024 16:00,68.763,116,,,,
306,6/2/2024 16:15,68.934,152,,,,
307,6/2/2024 16:30,69.107,168,,,,
308,6/2/2024 16:45,69.278,240,,,,
309,6/2/2024 17:00,69.449,416,,,,
310,6/2/2024 17:15,69.622,152,,,,
311,6/2/2024 17:30,69.793,144,,,,
312,6/2/2024 17:45,69.793,160,,,,
313,6/2/2024 18:00,69.622,106,,,,
314,6/2/2024 18:15,69.622,119,,,,
315,6/2/2024 18:30,69.622,126,,,,
316,6/2/2024 18:45,69.622,111,,,,
317,6/2/2024 19:00,69.449,67,,,,
318,6/2/2024 19:15,69.107,45,,,,
319,6/2/2024 19:30,68.934,32,,,,
320,6/2/2024 19:45,68.592,18,,,,
321,6/2/2024 20:00,68.421,9,,,,
322,6/2/2024 20:15,68.077,8,,,,
323,6/2/2024 20:30,67.735,2,,,,
324,6/2/2024 20:45,67.564,0,,,,
325,6/2/2024 21:00,67.392,0,,,,
326,6/2/2024 21:15,67.05,0,,,,
327,6/2/2024 21:30,66.879,0,,,,
328,6/2/2024 21:45,66.708,0,,,,
329,6/2/2024 22:00,66.537,0,,,,
330,6/2/2024 22:15,66.366,0,,,,
331,6/2/2024 22:30,66.366,0,,,,
332,6/2/2024 22:45,66.193,0,,,,
333,6/2/2024 23:00,66.022,0,,,,
334,6/2/2024 23:15,66.022,0,,,,
335,6/2/2024 23:30,65.851,0,,,,
336,6/2/2024 23:45,65.68,0,,,,
337,6/3/2024 0:00,65.509,0,,,,
338,6/3/2024 0:15,65.509,0,,,,
339,6/3/2024 0:30,65.338,0,,,,
340,6/3/2024 0:45,65.167,0,,,,
341,6/3/2024 1:00,64.996,0,,,,
342,6/3/2024 1:15,64.825,0,,,,
343,6/3/2024 1:30,64.652,0,,,,
344,6/3/2024 1:45,64.652,0,,,,
345,6/3/2024 2:00,64.31,0,,,,
346,6/3/2024 2:15,64.31,0,,,,
347,6/3/2024 2:30,63.968,0,,,,
348,6/3/2024 2:45,63.968,0,,,,
349,6/3/2024 3:00,63.626,0,,,,
350,6/3/2024 3:15,63.626,0,,,,
351,6/3/2024 3:30,63.455,0,,,,
352,6/3/2024 3:45,63.282,0,,,,
353,6/3/2024 4:00,63.111,0,,,,
354,6/3/2024 4:15,62.94,0,,,,
355,6/3/2024 4:30,62.94,0,,,,
356,6/3/2024 4:45,62.598,0,,,,
357,6/3/2024 5:00,62.425,0,,,,
358,6/3/2024 5:15,62.254,4,,,,
359,6/3/2024 5:30,62.083,10,,,,
360,6/3/2024 5:45,61.912,15,,,,
361,6/3/2024 6:00,61.741,21,,,,
362,6/3/2024 6:15,61.741,26,,,,
363,6/3/2024 6:30,61.569,38,,,,
364,6/3/2024 6:45,61.569,48,,,,
365,6/3/2024 7:00,61.398,60,,,,
366,6/3/2024 7:15,61.398,79,,,,
367,6/3/2024 7:30,61.398,109,,,,
368,6/3/2024 7:45,61.569,128,,,,
369,6/3/2024 8:00,61.569,192,,,,
370,6/3/2024 8:15,61.741,200,,,,
371,6/3/2024 8:30,61.912,248,,,,
372,6/3/2024 8:45,62.083,352,,,,
373,6/3/2024 9:00,62.598,672,,,,
374,6/3/2024 9:15,63.282,672,,,,
375,6/3/2024 9:30,67.564,5888,,,,
376,6/3/2024 9:45,71.512,6912,,,,
377,6/3/2024 10:00,74.271,7168,,,,
378,6/3/2024 10:15,76.703,8192,,,,
379,6/3/2024 10:30,78.624,9728,,,,
380,6/3/2024 10:45,79.853,7936,,,,
381,6/3/2024 11:00,75.659,800,,,,
382,6/3/2024 11:15,74.791,1728,,,,
383,6/3/2024 11:30,74.791,1024,,,,
384,6/3/2024 11:45,73.58,496,,,,
385,6/3/2024 12:00,72.545,704,,,,
386,6/3/2024 12:15,71.683,448,,,,
387,6/3/2024 12:30,70.995,432,,,,
388,6/3/2024 12:45,70.824,416,,,,
389,6/3/2024 13:00,70.651,400,,,,
390,6/3/2024 13:15,70.48,384,,,,
391,6/3/2024 13:30,70.308,384,,,,
392,6/3/2024 13:45,70.308,384,,,,
393,6/3/2024 14:00,70.308,400,,,,
394,6/3/2024 14:15,70.48,384,,,,
395,6/3/2024 14:30,70.651,384,,,,
396,6/3/2024 14:45,70.651,384,,,,
397,6/3/2024 15:00,70.824,368,,,,
398,6/3/2024 15:15,70.995,352,,,,
399,6/3/2024 15:30,70.995,352,,,,
400,6/3/2024 15:45,71.168,256,,,,
401,6/3/2024 16:00,71.339,304,,,,
402,6/3/2024 16:15,71.339,304,,,,
403,6/3/2024 16:30,71.512,288,,,,
404,6/3/2024 16:45,71.512,256,,,,
405,6/3/2024 17:00,71.512,464,,,,
406,6/3/2024 17:15,71.683,232,,,,
407,6/3/2024 17:30,71.512,216,,,,
408,6/3/2024 17:45,71.339,192,,,,
409,6/3/2024 18:00,71.339,176,,,,
410,6/3/2024 18:15,71.168,160,,,,
411,6/3/2024 18:30,71.168,144,,,,
412,6/3/2024 18:45,70.995,124,,,,
413,6/3/2024 19:00,70.995,105,,,,
414,6/3/2024 19:15,70.824,85,,,,
415,6/3/2024 19:30,70.651,69,,,,
416,6/3/2024 19:45,70.48,50,,,,
417,6/3/2024 20:00,70.308,34,,,,
418,6/3/2024 20:15,70.137,16,,,,
419,6/3/2024 20:30,69.964,4,,,,
420,6/3/2024 20:45,69.622,0,,,,
421,6/3/2024 21:00,69.449,0,,,,
422,6/3/2024 21:15,69.107,0,,,,
423,6/3/2024 21:30,68.763,0,,,,
424,6/3/2024 21:45,68.421,0,,,,
425,6/3/2024 22:00,68.248,0,,,,
426,6/3/2024 22:15,68.077,0,,,,
427,6/3/2024 22:30,67.906,0,,,,
428,6/3/2024 22:45,67.735,0,,,,
429,6/3/2024 23:00,67.735,0,,,,
430,6/3/2024 23:15,67.564,0,,,,
431,6/3/2024 23:30,67.392,0,,,,
432,6/3/2024 23:45,67.05,0,,,,
433,6/4/2024 0:00,66.879,0,,,,
434,6/4/2024 0:15,66.708,0,,,,
435,6/4/2024 0:30,66.537,0,,,,
436,6/4/2024 0:45,66.366,0,,,,
437,6/4/2024 1:00,66.366,0,,,,
438,6/4/2024 1:15,66.193,0,,,,
439,6/4/2024 1:30,65.851,0,,,,
440,6/4/2024 1:45,65.851,0,,,,
441,6/4/2024 2:00,65.68,0,,,,
442,6/4/2024 2:15,65.509,0,,,,
443,6/4/2024 2:30,65.338,0,,,,
444,6/4/2024 2:45,65.167,0,,,,
445,6/4/2024 3:00,64.996,0,,,,
446,6/4/2024 3:15,64.825,0,,,,
447,6/4/2024 3:30,64.481,0,,,,
448,6/4/2024 3:45,64.481,0,,,,
449,6/4/2024 4:00,64.139,0,,,,
450,6/4/2024 4:15,64.139,0,,,,
451,6/4/2024 4:30,63.968,0,,,,
452,6/4/2024 4:45,63.797,0,,,,
453,6/4/2024 5:00,63.626,3,,,,
454,6/4/2024 5:15,63.455,10,,,,
455,6/4/2024 5:30,63.282,21,,,,
456,6/4/2024 5:45,63.282,34,,,,
457,6/4/2024 6:00,63.111,49,,,,
458,6/4/2024 6:15,63.111,64,,,,
459,6/4/2024 6:30,62.94,80,,,,
460,6/4/2024 6:45,62.94,97,,,,
461,6/4/2024 7:00,62.94,121,,,,
462,6/4/2024 7:15,62.94,152,,,,
463,6/4/2024 7:30,63.111,184,,,,
464,6/4/2024 7:45,63.111,240,,,,
465,6/4/2024 8:00,63.282,384,,,,
466,6/4/2024 8:15,63.455,432,,,,
467,6/4/2024 8:30,63.797,608,,,,
468,6/4/2024 8:45,64.139,992,,,,
469,6/4/2024 9:00,64.825,992,,,,
470,6/4/2024 9:15,65.509,1536,,,,
471,6/4/2024 9:30,67.05,4096,,,,
472,6/4/2024 9:45,70.651,8192,,,,
473,6/4/2024 10:00,72.545,9216,,,,
474,6/4/2024 10:15,74.098,9728,,,,
475,6/4/2024 10:30,76.876,11264,,,,
476,6/4/2024 10:45,79.678,13824,,,,
477,6/4/2024 11:00,77.05,1664,,,,
478,6/4/2024 11:15,76.181,3456,,,,
479,6/4/2024 11:30,76.354,1152,,,,
480,6/4/2024 11:45,75.312,1344,,,,
481,6/4/2024 12:00,74.619,1152,,,,
482,6/4/2024 12:15,73.926,960,,,,
483,6/4/2024 12:30,73.407,704,,,,
484,6/4/2024 12:45,72.891,608,,,,
485,6/4/2024 13:00,72.718,576,,,,
486,6/4/2024 13:15,72.545,512,,,,
487,6/4/2024 13:30,72.545,512,,,,
488,6/4/2024 13:45,72.545,512,,,,
489,6/4/2024 14:00,72.545,512,,,,
490,6/4/2024 14:15,72.545,576,,,,
491,6/4/2024 14:30,72.718,512,,,,
492,6/4/2024 14:45,72.891,336,,,,
493,6/4/2024 15:00,72.891,448,,,,
494,6/4/2024 15:15,73.062,576,,,,
495,6/4/2024 15:30,73.062,256,,,,
496,6/4/2024 15:45,73.234,512,,,,
497,6/4/2024 16:00,73.407,512,,,,
498,6/4/2024 16:15,73.407,432,,,,
499,6/4/2024 16:30,73.58,416,,,,
500,6/4/2024 16:45,73.753,512,,,,
501,6/4/2024 17:00,73.753,608,,,,
502,6/4/2024 17:15,73.753,400,,,,
503,6/4/2024 17:30,73.58,304,,,,
504,6/4/2024 17:45,73.407,288,,,,
505,6/4/2024 18:00,73.407,184,,,,
506,6/4/2024 18:15,73.234,240,,,,
507,6/4/2024 18:30,73.062,232,,,,
508,6/4/2024 18:45,72.891,192,,,,
509,6/4/2024 19:00,72.718,168,,,,
510,6/4/2024 19:15,72.545,144,,,,
511,6/4/2024 19:30,72.372,128,,,,
512,6/4/2024 19:45,72.199,70,,,,
513,6/4/2024 20:00,72.028,29,,,,
514,6/4/2024 20:15,71.683,16,,,,
515,6/4/2024 20:30,71.512,4,,,,
516,6/4/2024 20:45,71.339,0,,,,
517,6/4/2024 21:00,71.168,0,,,,
518,6/4/2024 21:15,71.168,0,,,,
519,6/4/2024 21:30,70.995,0,,,,
520,6/4/2024 21:45,70.824,0,,,,
521,6/4/2024 22:00,70.824,0,,,,
522,6/4/2024 22:15,70.651,0,,,,
523,6/4/2024 22:30,70.48,0,,,,
524,6/4/2024 22:45,70.308,0,,,,
525,6/4/2024 23:00,70.137,0,,,,
526,6/4/2024 23:15,69.964,0,,,,
527,6/4/2024 23:30,69.622,0,,,,
528,6/4/2024 23:45,69.622,0,,,,
529,6/5/2024 0:00,69.449,0,,,,
530,6/5/2024 0:15,69.449,0,,,,
531,6/5/2024 0:30,69.278,0,,,,
532,6/5/2024 0:45,69.278,0,,,,
533,6/5/2024 1:00,69.107,0,,,,
534,6/5/2024 1:15,69.107,0,,,,
535,6/5/2024 1:30,68.934,0,,,,
536,6/5/2024 1:45,68.763,0,,,,
537,6/5/2024 2:00,68.763,0,,,,
538,6/5/2024 2:15,68.592,0,,,,
539,6/5/2024 2:30,68.421,0,,,,
540,6/5/2024 2:45,68.421,0,,,,
541,6/5/2024 3:00,68.248,0,,,,
542,6/5/2024 3:15,68.077,0,,,,
543,6/5/2024 3:30,67.906,0,,,,
544,6/5/2024 3:45,67.906,0,,,,
545,6/5/2024 4:00,67.735,0,,,,
546,6/5/2024 4:15,67.564,0,,,,
547,6/5/2024 4:30,67.564,0,,,,
548,6/5/2024 4:45,67.392,0,,,,
549,6/5/2024 5:00,67.392,0,,,,
550,6/5/2024 5:15,67.392,4,,,,
551,6/5/2024 5:30,67.221,17,,,,
552,6/5/2024 5:45,67.221,36,,,,
553,6/5/2024 6:00,67.221,41,,,,
554,6/5/2024 6:15,67.221,65,,,,
555,6/5/2024 6:30,67.221,136,,,,
556,6/5/2024 6:45,67.392,192,,,,
557,6/5/2024 7:00,67.564,136,,,,
558,6/5/2024 7:15,67.392,62,,,,
559,6/5/2024 7:30,67.221,28,,,,
560,6/5/2024 7:45,67.05,15,,,,
561,6/5/2024 8:00,67.05,26,,,,
562,6/5/2024 8:15,67.05,122,,,,
563,6/5/2024 8:30,67.05,136,,,,
564,6/5/2024 8:45,67.05,128,,,,
565,6/5/2024 9:00,67.05,73,,,,
566,6/5/2024 9:15,67.05,92,,,,
567,6/5/2024 9:30,66.879,52,,,,
568,6/5/2024 9:45,66.708,26,,,,
569,6/5/2024 10:00,66.708,20,,,,
570,6/5/2024 10:15,66.537,16,,,,
571,6/5/2024 10:30,66.193,40,,,,
572,6/5/2024 10:45,66.193,40,,,,
573,6/5/2024 11:00,66.193,61,,,,
574,6/5/2024 11:15,66.193,62,,,,
575,6/5/2024 11:30,66.537,93,,,,
576,6/5/2024 11:45,66.879,82,,,,
577,6/5/2024 12:00,67.392,109,,,,
578,6/5/2024 12:15,67.564,90,,,,
579,6/5/2024 12:30,67.906,86,,,,
580,6/5/2024 12:45,68.077,75,,,,
581,6/5/2024 13:00,68.248,81,,,,
582,6/5/2024 13:15,68.421,77,,,,
583,6/5/2024 13:30,68.763,76,,,,
584,6/5/2024 13:45,68.934,78,,,,
585,6/5/2024 14:00,69.278,50,,,,
586,6/5/2024 14:15,69.449,61,,,,
587,6/5/2024 14:30,69.793,62,,,,
588,6/5/2024 14:45,69.964,25,,,,
589,6/5/2024 15:00,70.308,62,,,,
590,6/5/2024 15:15,70.48,51,,,,
591,6/5/2024 15:30,70.651,51,,,,
592,6/5/2024 15:45,70.824,50,,,,
593,6/5/2024 16:00,71.168,45,,,,
